datet,grid,solar,tariff
2014-07-08 00:00:00,0.758,0.001,0.36965
2014-07-08 00:15:00,0.702,0.001,0.36965
2014-07-08 00:30:00,0.637,0.002,0.36965
2014-07-08 00:45:00,0.926,0.001,0.36965
2014-07-08 01:00:00,0.677,0.002,0.36965
2014-07-08 01:15:00,0.406,0.0,0.36965
2014-07-08 01:30:00,0.412,0.0,0.36965
2014-07-08 01:45:00,0.288,0.0,0.36965
2014-07-08 02:00:00,0.318,0.0,0.36965
2014-07-08 02:15:00,0.365,0.0,0.36965
2014-07-08 02:30:00,0.396,0.0,0.36965
2014-07-08 02:45:00,0.342,0.0,0.36965
2014-07-08 03:00:00,0.268,0.0,0.36965
2014-07-08 03:15:00,0.366,0.0,0.36965
2014-07-08 03:30:00,0.326,0.0,0.36965
2014-07-08 03:45:00,0.272,0.0,0.36965
2014-07-08 04:00:00,0.338,0.0,0.36965
2014-07-08 04:15:00,0.342,0.0,0.36965
2014-07-08 04:30:00,0.295,0.0,0.36965
2014-07-08 04:45:00,0.294,0.0,0.36965
2014-07-08 05:00:00,0.353,0.0,0.36965
2014-07-08 05:15:00,0.3,0.0,0.36965
2014-07-08 05:30:00,0.276,0.0,0.36965
2014-07-08 05:45:00,0.379,0.0,0.36965
2014-07-08 06:00:00,0.363,0.0,0.36965
2014-07-08 06:15:00,0.279,0.0,0.36965
2014-07-08 06:30:00,0.295,0.0,0.36965
2014-07-08 06:45:00,0.344,0.0,0.36965
2014-07-08 07:00:00,0.308,0.0,0.36965
2014-07-08 07:15:00,0.292,0.0,0.36965
2014-07-08 07:30:00,0.309,0.0,0.36965
2014-07-08 07:45:00,0.296,-0.001,0.36965
2014-07-08 08:00:00,0.256,0.003,0.36965
2014-07-08 08:15:00,0.22,0.024,0.36965
2014-07-08 08:30:00,0.317,0.059,0.36965
2014-07-08 08:45:00,0.148,0.106,0.36965
2014-07-08 09:00:00,-0.03,0.202,0.36965
2014-07-08 09:15:00,-0.016,0.245,0.36965
2014-07-08 09:30:00,0.005,0.259,0.36965
2014-07-08 09:45:00,-0.133,0.378,0.36965
2014-07-08 10:00:00,-0.44,0.626,0.36965
2014-07-08 10:15:00,-0.483,0.635,0.36965
2014-07-08 10:30:00,-0.551,0.7,0.36965
2014-07-08 10:45:00,-0.686,0.842,0.36965
2014-07-08 11:00:00,-0.697,0.947,0.36965
2014-07-08 11:15:00,-0.821,1.041,0.36965
2014-07-08 11:30:00,-0.887,1.123,0.36965
2014-07-08 11:45:00,-1.067,1.225,0.36965
2014-07-08 12:00:00,-1.181,1.336,0.36965
2014-07-08 12:15:00,-1.233,1.406,0.36965
2014-07-08 12:30:00,-1.272,1.488,0.36965
2014-07-08 12:45:00,-1.375,1.636,0.36965
2014-07-08 13:00:00,-1.48,1.699,0.36965
2014-07-08 13:15:00,-1.6,1.765,0.36965
2014-07-08 13:30:00,-1.631,1.809,0.36965
2014-07-08 13:45:00,-1.728,1.867,0.36965
2014-07-08 14:00:00,-1.393,1.651,0.36965
2014-07-08 14:15:00,-1.692,1.957,0.36965
2014-07-08 14:30:00,-1.727,1.935,0.36965
2014-07-08 14:45:00,-1.764,1.946,0.36965
2014-07-08 15:00:00,-1.782,1.915,0.36965
2014-07-08 15:15:00,-1.761,1.903,0.36965
2014-07-08 15:30:00,-1.615,1.899,0.36965
2014-07-08 15:45:00,-1.612,1.884,0.36965
2014-07-08 16:00:00,-1.633,1.849,0.49271
2014-07-08 16:15:00,-1.64,1.811,0.49271
2014-07-08 16:30:00,-1.591,1.776,0.49271
2014-07-08 16:45:00,-1.531,1.72,0.49271
2014-07-08 17:00:00,-1.45,1.674,0.49271
2014-07-08 17:15:00,-1.358,1.619,0.49271
2014-07-08 17:30:00,-1.31,1.545,0.49271
2014-07-08 17:45:00,-1.324,1.475,0.49271
2014-07-08 18:00:00,-1.228,1.389,0.49271
2014-07-08 18:15:00,-1.112,1.303,0.49271
2014-07-08 18:30:00,-0.968,1.207,0.49271
2014-07-08 18:45:00,-0.862,1.105,0.49271
2014-07-08 19:00:00,-0.773,1.0,0.49271
2014-07-08 19:15:00,-0.76,0.896,0.49271
2014-07-08 19:30:00,-0.612,0.784,0.49271
2014-07-08 19:45:00,-0.483,0.671,0.49271
2014-07-08 20:00:00,-0.328,0.555,0.49271
2014-07-08 20:15:00,-0.185,0.441,0.49271
2014-07-08 20:30:00,-0.151,0.332,0.49271
2014-07-08 20:45:00,-0.062,0.232,0.49271
2014-07-08 21:00:00,-0.005,0.14,0.36965
2014-07-08 21:15:00,0.168,0.032,0.36965
2014-07-08 21:30:00,0.209,0.011,0.36965
2014-07-08 21:45:00,0.262,-0.006,0.36965
2014-07-08 22:00:00,0.297,-0.015,0.36965
2014-07-08 22:15:00,0.466,-0.006,0.36965
2014-07-08 22:30:00,0.449,0.0,0.36965
2014-07-08 22:45:00,0.539,0.0,0.36965
2014-07-08 23:00:00,0.629,0.0,0.36965
2014-07-08 23:15:00,0.376,0.0,0.36965
2014-07-08 23:30:00,0.823,0.0,0.36965
2014-07-08 23:45:00,0.464,0.0,0.36965
2014-07-09 00:00:00,0.419,0.0,0.36965
2014-07-09 00:15:00,0.313,0.0,0.36965
2014-07-09 00:30:00,0.522,0.0,0.36965
2014-07-09 00:45:00,0.518,0.001,0.36965
2014-07-09 01:00:00,0.307,0.0,0.36965
2014-07-09 01:15:00,0.332,0.0,0.36965
2014-07-09 01:30:00,0.346,0.0,0.36965
2014-07-09 01:45:00,0.306,0.0,0.36965
2014-07-09 02:00:00,0.231,0.0,0.36965
2014-07-09 02:15:00,0.259,0.0,0.36965
2014-07-09 02:30:00,0.239,0.0,0.36965
2014-07-09 02:45:00,0.328,0.0,0.36965
2014-07-09 03:00:00,0.327,0.0,0.36965
2014-07-09 03:15:00,0.276,0.0,0.36965
2014-07-09 03:30:00,0.233,0.0,0.36965
2014-07-09 03:45:00,0.232,0.0,0.36965
2014-07-09 04:00:00,0.291,0.0,0.36965
2014-07-09 04:15:00,0.312,0.0,0.36965
2014-07-09 04:30:00,0.338,0.0,0.36965
2014-07-09 04:45:00,0.242,0.0,0.36965
2014-07-09 05:00:00,0.229,0.0,0.36965
2014-07-09 05:15:00,0.259,0.0,0.36965
2014-07-09 05:30:00,0.286,0.0,0.36965
2014-07-09 05:45:00,0.342,0.0,0.36965
2014-07-09 06:00:00,0.301,0.0,0.36965
2014-07-09 06:15:00,0.217,0.0,0.36965
2014-07-09 06:30:00,0.261,0.0,0.36965
2014-07-09 06:45:00,0.249,0.0,0.36965
2014-07-09 07:00:00,0.324,0.0,0.36965
2014-07-09 07:15:00,0.318,0.0,0.36965
2014-07-09 07:30:00,0.27,0.0,0.36965
2014-07-09 07:45:00,0.239,0.0,0.36965
2014-07-09 08:00:00,0.138,0.0,0.36965
2014-07-09 08:15:00,0.169,0.012,0.36965
2014-07-09 08:30:00,0.18,0.054,0.36965
2014-07-09 08:45:00,0.133,0.081,0.36965
2014-07-09 09:00:00,0.2,0.136,0.36965
2014-07-09 09:15:00,0.073,0.189,0.36965
2014-07-09 09:30:00,-0.007,0.251,0.36965
2014-07-09 09:45:00,-0.024,0.296,0.36965
2014-07-09 10:00:00,-0.149,0.361,0.36965
2014-07-09 10:15:00,-0.218,0.371,0.36965
2014-07-09 10:30:00,-0.554,0.721,0.36965
2014-07-09 10:45:00,-0.742,0.865,0.36965
2014-07-09 11:00:00,-0.732,0.955,0.36965
2014-07-09 11:15:00,-0.822,1.051,0.36965
2014-07-09 11:30:00,-0.928,1.139,0.36965
2014-07-09 11:45:00,-1.079,1.243,0.36965
2014-07-09 12:00:00,-1.225,1.374,0.36965
2014-07-09 12:15:00,-1.28,1.44,0.36965
2014-07-09 12:30:00,-1.266,1.522,0.36965
2014-07-09 12:45:00,-1.453,1.67,0.36965
2014-07-09 13:00:00,-1.525,1.739,0.36965
2014-07-09 13:15:00,-1.647,1.79,0.36965
2014-07-09 13:30:00,-1.676,1.841,0.36965
2014-07-09 13:45:00,-1.67,1.877,0.36965
2014-07-09 14:00:00,-1.69,1.917,0.36965
2014-07-09 14:15:00,-1.694,1.949,0.36965
2014-07-09 14:30:00,-1.75,1.965,0.36965
2014-07-09 14:45:00,-1.744,1.963,0.36965
2014-07-09 15:00:00,-1.595,1.943,0.36965
2014-07-09 15:15:00,-1.391,1.933,0.36965
2014-07-09 15:30:00,-1.673,1.919,0.36965
2014-07-09 15:45:00,-1.623,1.91,0.36965
2014-07-09 16:00:00,-1.629,1.884,0.49271
2014-07-09 16:15:00,-1.668,1.847,0.49271
2014-07-09 16:30:00,-1.671,1.807,0.49271
2014-07-09 16:45:00,-1.513,1.758,0.49271
2014-07-09 17:00:00,-1.455,1.702,0.49271
2014-07-09 17:15:00,-1.406,1.645,0.49271
2014-07-09 17:30:00,-1.397,1.577,0.49271
2014-07-09 17:45:00,-1.332,1.499,0.49271
2014-07-09 18:00:00,-1.228,1.411,0.49271
2014-07-09 18:15:00,-1.072,1.321,0.49271
2014-07-09 18:30:00,-0.985,1.224,0.49271
2014-07-09 18:45:00,-0.895,1.122,0.49271
2014-07-09 19:00:00,-0.854,1.017,0.49271
2014-07-09 19:15:00,-0.774,0.909,0.49271
2014-07-09 19:30:00,-0.588,0.798,0.49271
2014-07-09 19:45:00,-0.463,0.68,0.49271
2014-07-09 20:00:00,-0.315,0.564,0.49271
2014-07-09 20:15:00,-0.235,0.449,0.49271
2014-07-09 20:30:00,-0.211,0.341,0.49271
2014-07-09 20:45:00,-0.07,0.24,0.49271
2014-07-09 21:00:00,0.353,0.143,0.36965
2014-07-09 21:15:00,0.212,0.029,0.36965
2014-07-09 21:30:00,0.21,0.01,0.36965
2014-07-09 21:45:00,0.241,-0.007,0.36965
2014-07-09 22:00:00,0.253,-0.015,0.36965
2014-07-09 22:15:00,0.491,-0.006,0.36965
2014-07-09 22:30:00,0.494,0.0,0.36965
2014-07-09 22:45:00,0.536,0.0,0.36965
2014-07-09 23:00:00,0.537,0.0,0.36965
2014-07-09 23:15:00,0.818,0.0,0.36965
2014-07-09 23:30:00,0.734,0.0,0.36965
2014-07-09 23:45:00,0.598,0.0,0.36965
2014-07-10 00:00:00,0.671,0.0,0.36965
2014-07-10 00:15:00,0.585,0.0,0.36965
2014-07-10 00:30:00,0.553,0.0,0.36965
2014-07-10 00:45:00,0.61,0.001,0.36965
2014-07-10 01:00:00,0.711,0.001,0.36965
2014-07-10 01:15:00,0.391,0.0,0.36965
2014-07-10 01:30:00,0.34,0.0,0.36965
2014-07-10 01:45:00,0.313,0.0,0.36965
2014-07-10 02:00:00,0.274,0.0,0.36965
2014-07-10 02:15:00,0.253,0.0,0.36965
2014-07-10 02:30:00,0.307,0.0,0.36965
2014-07-10 02:45:00,0.333,0.0,0.36965
2014-07-10 03:00:00,0.332,0.0,0.36965
2014-07-10 03:15:00,0.294,0.0,0.36965
2014-07-10 03:30:00,0.251,0.0,0.36965
2014-07-10 03:45:00,0.267,0.0,0.36965
2014-07-10 04:00:00,0.324,0.0,0.36965
2014-07-10 04:15:00,0.333,0.0,0.36965
2014-07-10 04:30:00,0.35,0.0,0.36965
2014-07-10 04:45:00,0.25,0.0,0.36965
2014-07-10 05:00:00,0.254,0.0,0.36965
2014-07-10 05:15:00,0.277,0.0,0.36965
2014-07-10 05:30:00,0.353,0.0,0.36965
2014-07-10 05:45:00,0.331,0.0,0.36965
2014-07-10 06:00:00,0.313,0.0,0.36965
2014-07-10 06:15:00,0.238,0.0,0.36965
2014-07-10 06:30:00,0.25,0.0,0.36965
2014-07-10 06:45:00,0.343,0.0,0.36965
2014-07-10 07:00:00,0.319,0.0,0.36965
2014-07-10 07:15:00,0.328,0.0,0.36965
2014-07-10 07:30:00,0.273,0.0,0.36965
2014-07-10 07:45:00,0.189,0.0,0.36965
2014-07-10 08:00:00,0.198,0.007,0.36965
2014-07-10 08:15:00,0.199,0.037,0.36965
2014-07-10 08:30:00,0.134,0.091,0.36965
2014-07-10 08:45:00,0.095,0.144,0.36965
2014-07-10 09:00:00,0.064,0.168,0.36965
2014-07-10 09:15:00,-0.025,0.217,0.36965
2014-07-10 09:30:00,0.101,0.221,0.36965
2014-07-10 09:45:00,-0.195,0.411,0.36965
2014-07-10 10:00:00,-0.38,0.561,0.36965
2014-07-10 10:15:00,-0.527,0.674,0.36965
2014-07-10 10:30:00,-0.641,0.777,0.36965
2014-07-10 10:45:00,-0.662,0.867,0.36965
2014-07-10 11:00:00,-0.747,0.967,0.36965
2014-07-10 11:15:00,-0.814,1.067,0.36965
2014-07-10 11:30:00,-1.024,1.164,0.36965
2014-07-10 11:45:00,-1.092,1.266,0.36965
2014-07-10 12:00:00,-1.251,1.389,0.36965
2014-07-10 12:15:00,-1.217,1.46,0.36965
2014-07-10 12:30:00,-1.282,1.531,0.36965
2014-07-10 12:45:00,-1.452,1.666,0.36965
2014-07-10 13:00:00,-1.578,1.747,0.36965
2014-07-10 13:15:00,-1.657,1.798,0.36965
2014-07-10 13:30:00,-1.63,1.842,0.36965
2014-07-10 13:45:00,-1.627,1.885,0.36965
2014-07-10 14:00:00,-1.69,1.908,0.36965
2014-07-10 14:15:00,-1.698,1.92,0.36965
2014-07-10 14:30:00,-1.78,1.942,0.36965
2014-07-10 14:45:00,-1.793,1.939,0.36965
2014-07-10 15:00:00,-1.686,1.935,0.36965
2014-07-10 15:15:00,-1.675,1.922,0.36965
2014-07-10 15:30:00,-1.698,1.925,0.36965
2014-07-10 15:45:00,-1.701,1.897,0.36965
2014-07-10 16:00:00,-1.699,1.872,0.49271
2014-07-10 16:15:00,-1.691,1.844,0.49271
2014-07-10 16:30:00,-1.551,1.808,0.49271
2014-07-10 16:45:00,-1.501,1.755,0.49271
2014-07-10 17:00:00,-1.478,1.698,0.49271
2014-07-10 17:15:00,-1.476,1.636,0.49271
2014-07-10 17:30:00,-1.435,1.569,0.49271
2014-07-10 17:45:00,-1.316,1.49,0.49271
2014-07-10 18:00:00,-1.15,1.407,0.49271
2014-07-10 18:15:00,-1.083,1.319,0.49271
2014-07-10 18:30:00,-1.0,1.223,0.49271
2014-07-10 18:45:00,-0.969,1.127,0.49271
2014-07-10 19:00:00,-0.866,1.018,0.49271
2014-07-10 19:15:00,-0.669,0.91,0.49271
2014-07-10 19:30:00,-0.574,0.796,0.49271
2014-07-10 19:45:00,-0.406,0.681,0.49271
2014-07-10 20:00:00,-0.395,0.566,0.49271
2014-07-10 20:15:00,-0.287,0.451,0.49271
2014-07-10 20:30:00,-0.179,0.34,0.49271
2014-07-10 20:45:00,0.22,0.24,0.49271
2014-07-10 21:00:00,0.117,0.142,0.36965
2014-07-10 21:15:00,0.186,0.023,0.36965
2014-07-10 21:30:00,0.3,0.005,0.36965
2014-07-10 21:45:00,0.238,-0.009,0.36965
2014-07-10 22:00:00,0.446,-0.016,0.36965
2014-07-10 22:15:00,0.452,-0.006,0.36965
2014-07-10 22:30:00,0.535,0.0,0.36965
2014-07-10 22:45:00,0.865,-0.001,0.36965
2014-07-10 23:00:00,1.339,0.0,0.36965
2014-07-10 23:15:00,0.432,0.0,0.36965
2014-07-10 23:30:00,0.259,0.0,0.36965
2014-07-10 23:45:00,0.296,0.0,0.36965
2014-07-11 00:00:00,0.352,0.0,0.36965
2014-07-11 00:15:00,0.379,0.0,0.36965
2014-07-11 00:30:00,0.434,0.0,0.36965
2014-07-11 00:45:00,0.738,0.001,0.36965
2014-07-11 01:00:00,0.734,0.0,0.36965
2014-07-11 01:15:00,0.367,0.0,0.36965
2014-07-11 01:30:00,0.337,0.0,0.36965
2014-07-11 01:45:00,0.593,-0.001,0.36965
2014-07-11 02:00:00,0.473,-0.001,0.36965
2014-07-11 02:15:00,0.375,0.0,0.36965
2014-07-11 02:30:00,0.344,0.0,0.36965
2014-07-11 02:45:00,0.33,0.0,0.36965
2014-07-11 03:00:00,0.28,0.0,0.36965
2014-07-11 03:15:00,0.238,0.0,0.36965
2014-07-11 03:30:00,0.33,0.0,0.36965
2014-07-11 03:45:00,0.364,0.0,0.36965
2014-07-11 04:00:00,0.303,0.0,0.36965
2014-07-11 04:15:00,0.248,0.0,0.36965
2014-07-11 04:30:00,0.28,0.0,0.36965
2014-07-11 04:45:00,0.283,0.0,0.36965
2014-07-11 05:00:00,0.332,0.0,0.36965
2014-07-11 05:15:00,0.362,0.0,0.36965
2014-07-11 05:30:00,0.278,0.0,0.36965
2014-07-11 05:45:00,0.253,0.0,0.36965
2014-07-11 06:00:00,0.285,0.0,0.36965
2014-07-11 06:15:00,0.298,0.0,0.36965
2014-07-11 06:30:00,0.335,0.0,0.36965
2014-07-11 06:45:00,0.363,0.0,0.36965
2014-07-11 07:00:00,0.253,0.0,0.36965
2014-07-11 07:15:00,0.251,0.0,0.36965
2014-07-11 07:30:00,0.285,0.0,0.36965
2014-07-11 07:45:00,0.304,0.0,0.36965
2014-07-11 08:00:00,0.272,-0.001,0.36965
2014-07-11 08:15:00,0.199,0.013,0.36965
2014-07-11 08:30:00,0.103,0.04,0.36965
2014-07-11 08:45:00,0.322,0.068,0.36965
2014-07-11 09:00:00,0.166,0.133,0.36965
2014-07-11 09:15:00,0.046,0.21,0.36965
2014-07-11 09:30:00,0.061,0.208,0.36965
2014-07-11 09:45:00,-0.172,0.35,0.36965
2014-07-11 10:00:00,-0.266,0.617,0.36965
2014-07-11 10:15:00,-0.248,0.697,0.36965
2014-07-11 10:30:00,-0.397,0.775,0.36965
2014-07-11 10:45:00,-0.491,0.867,0.36965
2014-07-11 11:00:00,-0.584,0.964,0.36965
2014-07-11 11:15:00,-0.694,1.062,0.36965
2014-07-11 11:30:00,-0.796,1.144,0.36965
2014-07-11 11:45:00,-0.803,1.244,0.36965
2014-07-11 12:00:00,-0.925,1.359,0.36965
2014-07-11 12:15:00,-1.143,1.451,0.36965
2014-07-11 12:30:00,-1.298,1.549,0.36965
2014-07-11 12:45:00,-1.483,1.678,0.36965
2014-07-11 13:00:00,-1.463,1.735,0.36965
2014-07-11 13:15:00,-1.508,1.785,0.36965
2014-07-11 13:30:00,-1.553,1.834,0.36965
2014-07-11 13:45:00,-1.671,1.884,0.36965
2014-07-11 14:00:00,-1.297,1.929,0.36965
2014-07-11 14:15:00,-1.644,1.948,0.36965
2014-07-11 14:30:00,-1.666,1.965,0.36965
2014-07-11 14:45:00,-1.752,1.972,0.36965
2014-07-11 15:00:00,-1.748,1.973,0.36965
2014-07-11 15:15:00,-1.738,1.959,0.36965
2014-07-11 15:30:00,-1.657,1.943,0.36965
2014-07-11 15:45:00,-1.502,1.923,0.36965
2014-07-11 16:00:00,-1.469,1.89,0.49271
2014-07-11 16:15:00,-1.315,1.854,0.49271
2014-07-11 16:30:00,-1.519,1.809,0.49271
2014-07-11 16:45:00,-1.508,1.759,0.49271
2014-07-11 17:00:00,-1.428,1.715,0.49271
2014-07-11 17:15:00,-1.371,1.676,0.49271
2014-07-11 17:30:00,-1.06,1.594,0.49271
2014-07-11 17:45:00,-1.165,1.547,0.49271
2014-07-11 18:00:00,-1.057,1.33,0.49271
2014-07-11 18:15:00,-0.933,1.176,0.49271
2014-07-11 18:30:00,-0.892,1.145,0.49271
2014-07-11 18:45:00,-0.533,0.956,0.49271
2014-07-11 19:00:00,-0.595,0.882,0.49271
2014-07-11 19:15:00,-0.397,0.9,0.49271
2014-07-11 19:30:00,0.61,0.642,0.49271
2014-07-11 19:45:00,0.155,0.503,0.49271
2014-07-11 20:00:00,-0.186,0.446,0.49271
2014-07-11 20:15:00,-0.147,0.392,0.49271
2014-07-11 20:30:00,-0.035,0.255,0.49271
2014-07-11 20:45:00,0.234,0.153,0.49271
2014-07-11 21:00:00,0.279,0.15,0.36965
2014-07-11 21:15:00,0.182,0.09,0.36965
2014-07-11 21:30:00,0.258,0.041,0.36965
2014-07-11 21:45:00,0.257,0.0,0.36965
2014-07-11 22:00:00,0.504,-0.012,0.36965
2014-07-11 22:15:00,0.645,-0.005,0.36965
2014-07-11 22:30:00,0.857,0.0,0.36965
2014-07-11 22:45:00,0.821,0.001,0.36965
2014-07-11 23:00:00,0.719,0.001,0.36965
2014-07-11 23:15:00,0.693,0.001,0.36965
2014-07-11 23:30:00,1.062,0.001,0.36965
2014-07-11 23:45:00,0.935,0.001,0.36965
2014-07-12 00:00:00,0.685,0.0,0.36965
2014-07-12 00:15:00,0.731,0.0,0.36965
2014-07-12 00:30:00,0.319,0.0,0.36965
2014-07-12 00:45:00,0.362,0.0,0.36965
2014-07-12 01:00:00,0.447,0.0,0.36965
2014-07-12 01:15:00,0.657,-0.001,0.36965
2014-07-12 01:30:00,0.35,0.0,0.36965
2014-07-12 01:45:00,0.547,0.0,0.36965
2014-07-12 02:00:00,0.477,0.0,0.36965
2014-07-12 02:15:00,0.493,0.0,0.36965
2014-07-12 02:30:00,0.355,0.0,0.36965
2014-07-12 02:45:00,0.374,0.0,0.36965
2014-07-12 03:00:00,0.682,0.001,0.36965
2014-07-12 03:15:00,0.423,0.0,0.36965
2014-07-12 03:30:00,0.388,0.0,0.36965
2014-07-12 03:45:00,0.489,0.0,0.36965
2014-07-12 04:00:00,0.372,0.0,0.36965
2014-07-12 04:15:00,0.386,0.0,0.36965
2014-07-12 04:30:00,0.381,0.0,0.36965
2014-07-12 04:45:00,0.356,0.0,0.36965
2014-07-12 05:00:00,0.432,0.0,0.36965
2014-07-12 05:15:00,0.413,0.0,0.36965
2014-07-12 05:30:00,0.426,0.0,0.36965
2014-07-12 05:45:00,0.324,0.0,0.36965
2014-07-12 06:00:00,0.342,0.0,0.36965
2014-07-12 06:15:00,0.392,0.0,0.36965
2014-07-12 06:30:00,0.391,0.0,0.36965
2014-07-12 06:45:00,0.416,0.0,0.36965
2014-07-12 07:00:00,0.362,0.0,0.36965
2014-07-12 07:15:00,0.402,0.0,0.36965
2014-07-12 07:30:00,0.386,0.0,0.36965
2014-07-12 07:45:00,0.364,0.0,0.36965
2014-07-12 08:00:00,0.278,0.0,0.36965
2014-07-12 08:15:00,0.199,0.011,0.36965
2014-07-12 08:30:00,0.174,0.045,0.36965
2014-07-12 08:45:00,0.175,0.111,0.36965
2014-07-12 09:00:00,0.098,0.159,0.36965
2014-07-12 09:15:00,0.033,0.163,0.36965
2014-07-12 09:30:00,0.055,0.213,0.36965
2014-07-12 09:45:00,0.039,0.267,0.36965
2014-07-12 10:00:00,-0.174,0.441,0.36965
2014-07-12 10:15:00,-0.151,0.458,0.36965
2014-07-12 10:30:00,-0.275,0.551,0.36965
2014-07-12 10:45:00,-0.547,0.837,0.36965
2014-07-12 11:00:00,-0.679,0.898,0.36965
2014-07-12 11:15:00,-0.691,0.916,0.36965
2014-07-12 11:30:00,-0.779,1.052,0.36965
2014-07-12 11:45:00,-0.984,1.27,0.36965
2014-07-12 12:00:00,-1.122,1.401,0.36965
2014-07-12 12:15:00,-1.197,1.458,0.36965
2014-07-12 12:30:00,-1.178,1.536,0.36965
2014-07-12 12:45:00,-1.408,1.683,0.36965
2014-07-12 13:00:00,-1.519,1.765,0.36965
2014-07-12 13:15:00,-1.558,1.83,0.36965
2014-07-12 13:30:00,-1.473,1.649,0.36965
2014-07-12 13:45:00,-1.354,1.55,0.36965
2014-07-12 14:00:00,-1.196,1.743,0.36965
2014-07-12 14:15:00,-1.285,1.841,0.36965
2014-07-12 14:30:00,-1.265,1.986,0.36965
2014-07-12 14:45:00,-1.487,1.855,0.36965
2014-07-12 15:00:00,-1.197,1.499,0.36965
2014-07-12 15:15:00,-1.61,1.854,0.36965
2014-07-12 15:30:00,-1.656,1.935,0.36965
2014-07-12 15:45:00,-1.443,1.709,0.36965
2014-07-12 16:00:00,-1.171,1.506,0.49271
2014-07-12 16:15:00,-1.438,1.871,0.49271
2014-07-12 16:30:00,-1.346,1.892,0.49271
2014-07-12 16:45:00,-1.64,1.882,0.49271
2014-07-12 17:00:00,-1.338,1.679,0.49271
2014-07-12 17:15:00,-1.242,1.616,0.49271
2014-07-12 17:30:00,-1.26,1.648,0.49271
2014-07-12 17:45:00,-1.12,1.521,0.49271
2014-07-12 18:00:00,-1.028,1.427,0.49271
2014-07-12 18:15:00,-0.905,1.29,0.49271
2014-07-12 18:30:00,-0.81,1.218,0.49271
2014-07-12 18:45:00,-0.749,1.147,0.49271
2014-07-12 19:00:00,-0.694,1.055,0.49271
2014-07-12 19:15:00,-0.647,0.951,0.49271
2014-07-12 19:30:00,-0.486,0.828,0.49271
2014-07-12 19:45:00,-0.371,0.694,0.49271
2014-07-12 20:00:00,-0.123,0.568,0.49271
2014-07-12 20:15:00,0.223,0.45,0.49271
2014-07-12 20:30:00,0.246,0.341,0.49271
2014-07-12 20:45:00,0.694,0.236,0.49271
2014-07-12 21:00:00,0.266,0.135,0.36965
2014-07-12 21:15:00,0.976,0.033,0.36965
2014-07-12 21:30:00,0.61,0.005,0.36965
2014-07-12 21:45:00,0.314,-0.01,0.36965
2014-07-12 22:00:00,0.566,-0.016,0.36965
2014-07-12 22:15:00,0.528,-0.003,0.36965
2014-07-12 22:30:00,0.562,0.0,0.36965
2014-07-12 22:45:00,0.569,0.0,0.36965
2014-07-12 23:00:00,0.498,0.0,0.36965
2014-07-12 23:15:00,0.481,0.0,0.36965
2014-07-12 23:30:00,0.573,0.0,0.36965
2014-07-12 23:45:00,0.85,-0.001,0.36965
2014-07-13 00:00:00,0.7,0.0,0.36965
2014-07-13 00:15:00,0.674,0.0,0.36965
2014-07-13 00:30:00,0.406,0.0,0.36965
2014-07-13 00:45:00,0.5,0.0,0.36965
2014-07-13 01:00:00,0.808,0.0,0.36965
2014-07-13 01:15:00,0.632,0.0,0.36965
2014-07-13 01:30:00,0.402,0.0,0.36965
2014-07-13 01:45:00,0.574,0.0,0.36965
2014-07-13 02:00:00,0.515,0.0,0.36965
2014-07-13 02:15:00,0.729,0.0,0.36965
2014-07-13 02:30:00,0.409,0.0,0.36965
2014-07-13 02:45:00,0.407,0.0,0.36965
2014-07-13 03:00:00,0.463,0.0,0.36965
2014-07-13 03:15:00,0.477,0.0,0.36965
2014-07-13 03:30:00,0.411,0.0,0.36965
2014-07-13 03:45:00,0.396,0.0,0.36965
2014-07-13 04:00:00,0.427,0.0,0.36965
2014-07-13 04:15:00,0.462,0.0,0.36965
2014-07-13 04:30:00,0.37,0.0,0.36965
2014-07-13 04:45:00,0.464,0.0,0.36965
2014-07-13 05:00:00,0.462,0.0,0.36965
2014-07-13 05:15:00,0.415,0.0,0.36965
2014-07-13 05:30:00,0.422,0.0,0.36965
2014-07-13 05:45:00,0.454,0.0,0.36965
2014-07-13 06:00:00,0.428,0.0,0.36965
2014-07-13 06:15:00,0.351,0.0,0.36965
2014-07-13 06:30:00,0.466,0.0,0.36965
2014-07-13 06:45:00,0.43,0.0,0.36965
2014-07-13 07:00:00,0.357,0.0,0.36965
2014-07-13 07:15:00,0.427,0.0,0.36965
2014-07-13 07:30:00,0.451,0.0,0.36965
2014-07-13 07:45:00,0.329,0.0,0.36965
2014-07-13 08:00:00,0.326,0.001,0.36965
2014-07-13 08:15:00,0.351,0.023,0.36965
2014-07-13 08:30:00,0.231,0.06,0.36965
2014-07-13 08:45:00,0.181,0.1,0.36965
2014-07-13 09:00:00,0.226,0.173,0.36965
2014-07-13 09:15:00,0.132,0.274,0.36965
2014-07-13 09:30:00,-0.004,0.34,0.36965
2014-07-13 09:45:00,-0.171,0.502,0.36965
2014-07-13 10:00:00,-0.19,0.574,0.36965
2014-07-13 10:15:00,-0.326,0.614,0.36965
2014-07-13 10:30:00,-0.348,0.677,0.36965
2014-07-13 10:45:00,-0.442,0.816,0.36965
2014-07-13 11:00:00,-0.59,0.93,0.36965
2014-07-13 11:15:00,-0.623,1.033,0.36965
2014-07-13 11:30:00,-0.767,1.159,0.36965
2014-07-13 11:45:00,-0.824,1.209,0.36965
